person,offer_id,received_time,label,treatment,offer_type,difficulty,reward,p_treatment,p_control,uplift_score,population_fraction,cum_treated,cum_control,cum_treated_outcome,cum_control_outcome,cumulative_gain,random_baseline,qini
9f6f5b4e352346918f978ef8114be423,3f207df678b143eea3cee63160fa8bed,336,0,0,informational,0,0,0.6610318265148627,0.5058635544846458,0.15516827203021688,0.0007210277923439958,6,5,6,3,2.4000000000000004,0.4358860288619349,1.9641139711380655
d537607dde6343a8811c7579e1547361,5a8bc65990b245e5a138643cd4eb9837,168,0,1,bogo,0,0,0.733366153402254,0.5789338441370834,0.1544323092651706,0.0007865757734661773,7,5,6,3,1.8000000000000007,0.47551203148574717,1.3244879685142537
d5452eb5359f4f05850e75149aa9dd7c,5a8bc65990b245e5a138643cd4eb9837,0,1,1,bogo,0,0,0.7549940880366408,0.6026865952377036,0.15230749279893718,0.0008521237545883587,8,5,7,3,2.1999999999999993,0.5151380341095595,1.6848619658904398
bd215efd787d4305a006a56154fbcb67,5a8bc65990b245e5a138643cd4eb9837,0,1,1,bogo,0,0,0.749556365048287,0.5977045919452576,0.15185177310302944,0.0009176717357105401,9,5,8,3,2.5999999999999996,0.5547640367333717,2.045235963266628
7f388ca9590a41ef8e1c69a9bee83f06,5a8bc65990b245e5a138643cd4eb9837,504,0,1,bogo,0,0,0.6258962724588454,0.4748535121783137,0.1510427602805317,0.0009832197168327215,10,5,8,3,2.0,0.5943900393571839,1.405609960642816
86b6a45fc49d443ba50c4e887c3d2610,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1,discount,7,3,0.9110026881323593,0.7633194840665081,0.14768320406585123,0.001048767697954903,11,5,9,3,2.3999999999999995,0.6340160419809963,1.765983958019003
a568a22db3824c738b264f011b7390f4,5a8bc65990b245e5a138643cd4eb9837,336,1,1,bogo,0,0,0.7044975034239168,0.5579552603867225,0.14654224303719432,0.0011143156790770843,12,5,10,3,2.8000000000000007,0.6736420446048085,2.1263579553951923
f760c17c8e72437ab9498ec9a866e69a,4d5c57ea9a6940dd891ad53e9dbe8da0,504,1,1,bogo,10,10,0.6727632863570411,0.5265410687791168,0.1462222175779243,0.0011798636601992659,13,5,11,3,3.1999999999999993,0.7132680472286208,2.4867319527713785
6bd2abed3d9e42b6aea077de959b4198,5a8bc65990b245e5a138643cd4eb9837,576,0,0,informational,0,0,0.7232576632104215,0.5778560060783279,0.14540165713209363,0.0012454116413214472,13,6,11,3,4.5,0.752894049852433,3.747105950147567
1d153ab70650433091710e2fb3146409,4d5c57ea9a6940dd891ad53e9dbe8da0,336,1,1,bogo,10,10,0.6965995424129353,0.5513736841061609,0.14522585830677437,0.0013109596224436288,14,6,12,3,5.0,0.7925200524762454,4.207479947523755
ef749b251aac4532adc7de2041c89c7f,5a8bc65990b245e5a138643cd4eb9837,336,1,1,bogo,0,0,0.7526026822175838,0.6075183516561092,0.14508433056147452,0.00137650760356581,15,6,13,3,5.5,0.8321460551000575,4.667853944899942
54a7bb02e8e84d028346d004cc461224,3f207df678b143eea3cee63160fa8bed,336,1,0,informational,0,0,0.8170919685543824,0.6721869443891538,0.14490502416522855,0.0014420555846879916,15,7,13,4,4.428571428571429,0.8717720577238698,3.556799370847559
5c59075ce60b48029123d6a466604e44,5a8bc65990b245e5a138643cd4eb9837,168,1,0,informational,0,0,0.6674368253941061,0.522874453676003,0.14456237171810304,0.001507603565810173,15,8,13,5,3.625,0.911398060347682,2.713601939652318
e04182fa44734bdda8b8ed5dfe8f8ae5,5a8bc65990b245e5a138643cd4eb9837,576,1,1,bogo,0,0,0.6841863570504431,0.5412642090371507,0.1429221480132924,0.0015731515469323545,16,8,14,5,4.0,0.9510240629714943,3.048975937028506
e8aaf7b7bdaa4c52af69037ed8b17bab,5a8bc65990b245e5a138643cd4eb9837,0,1,1,discount,0,0,0.7506165716498362,0.6079227193112202,0.14269385233861598,0.0016386995280545358,17,8,15,5,4.375,0.9906500655953066,3.3843499344046934
9c7eeec3d84b4c698169ef5de01fde26,4d5c57ea9a6940dd891ad53e9dbe8da0,168,1,1,bogo,10,10,0.8746847185221654,0.7324791516744321,0.14220556684773333,0.0017042475091767174,18,8,16,5,4.75,1.030276068219119,3.719723931780881
c0285385a0d6448a83451ac29ddb5e80,5a8bc65990b245e5a138643cd4eb9837,336,1,0,informational,0,0,0.6934513330418132,0.5520444289644956,0.1414069040773176,0.0017697954902988987,18,9,16,6,4.0,1.069902070842931,2.930097929157069
9dff981bb38742fcb3efb229eb4fad91,5a8bc65990b245e5a138643cd4eb9837,408,0,1,discount,0,0,0.6635746417901169,0.522589368642064,0.14098527314805298,0.0018353434714210803,19,9,16,6,3.333333333333332,1.1095280734667434,2.2238052598665887
023411b8a45a4715979dae6cec425a8b,5a8bc65990b245e5a138643cd4eb9837,168,0,0,informational,0,0,0.6438880868442901,0.5036674432247177,0.14022064361957243,0.0019008914525432616,19,10,16,6,4.600000000000001,1.1491540760905556,3.450845923909446
cba7152af9af4f3f95b6a3e4d942cd61,5a8bc65990b245e5a138643cd4eb9837,504,1,1,bogo,0,0,0.7822156419671462,0.6420213159190538,0.14019432604809245,0.001966439433665443,20,10,17,6,5.0,1.1887800787143679,3.811219921285632
21c0a28f6b8c4de08536ecf97aea4286,5a8bc65990b245e5a138643cd4eb9837,0,0,0,informational,0,0,0.7245406799073075,0.5843982629831633,0.1401424169241442,0.0020319874147876247,20,11,17,6,6.090909090909092,1.2284060813381803,4.862503009570911
82cc7adbd8ae46348273e75f0025288a,5a8bc65990b245e5a138643cd4eb9837,504,1,1,bogo,0,0,0.6658521863642428,0.5269863248456168,0.138865861518626,0.002097535395909806,21,11,18,6,6.545454545454545,1.2680320839619925,5.277422461492552
05bbe7decb6d43b684221df448979612,3f207df678b143eea3cee63160fa8bed,336,0,0,informational,0,0,0.5384646482022055,0.40073015543103196,0.13773449277117356,0.0021630833770319873,21,12,18,6,7.5,1.3076580865858047,6.192341913414195
e25754f8d8734767a72b23e2e6d4d19c,5a8bc65990b245e5a138643cd4eb9837,168,1,0,informational,0,0,0.7516168897352539,0.6141151267866889,0.13750176294856498,0.0022286313581541687,21,13,18,7,6.692307692307692,1.347284089209617,5.345023603098075
d3863d6f8281453d8a34f4773b54d400,5a8bc65990b245e5a138643cd4eb9837,408,0,1,bogo,0,0,0.7075152438527648,0.5700159477042674,0.13749929614849732,0.0022941793392763504,22,13,18,7,6.153846153846153,1.3869100918334294,4.766936062012724
a95b19c70d724d968d7cd1a91b1e9033,5a8bc65990b245e5a138643cd4eb9837,576,1,0,informational,0,0,0.6759033011616197,0.5400067494104697,0.13589655175115,0.0023597273203985318,22,14,18,8,5.428571428571429,1.4265360944572416,4.002035334114187
49a05df13cd3434885c23a4a5115f373,5a8bc65990b245e5a138643cd4eb9837,504,1,1,discount,0,0,0.7946067492750372,0.6590021719685594,0.1356045773064778,0.002425275301520713,23,14,19,8,5.857142857142858,1.4661620970810538,4.390980760061804
595aecedf6d44d039db036bf6c1c839d,5a8bc65990b245e5a138643cd4eb9837,0,0,0,informational,0,0,0.7216495667553123,0.5861375612658816,0.13551200548943076,0.0024908232826428944,23,15,19,8,6.7333333333333325,1.505788099704866,5.227545233628467
05ad6da25fcf4ea483562a4233cc345f,5a8bc65990b245e5a138643cd4eb9837,408,1,1,bogo,0,0,0.7085206130934533,0.5731745498777486,0.13534606321570464,0.002556371263765076,24,15,20,8,7.199999999999999,1.5454141023286785,5.654585897671321
45c5b119449a495d8c47c1fb1bc65244,5a8bc65990b245e5a138643cd4eb9837,408,1,0,informational,0,0,0.754977240723615,0.6201598198267009,0.13481742089691418,0.0026219192448872575,24,16,20,9,6.5,1.5850401049524907,4.9149598950475095
e628fd3ca1f3489bac3d02975647f286,f19421c1d4aa40978ebb69ca19b0e20d,504,1,1,bogo,5,5,0.9064314682107623,0.7722571123488423,0.13417435586191995,0.002687467226009439,25,16,21,9,6.9375,1.6246661075763027,5.312833892423697
6a8e83b6175e4611935554d202d26994,5a8bc65990b245e5a138643cd4eb9837,408,1,1,discount,0,0,0.7022038536729471,0.5682560503809717,0.13394780329197542,0.00275301520713162,26,16,22,9,7.375,1.664292110200115,5.710707889799885
28314b79ec35499eb1bddc7eb88e2601,ae264e3637204a6fb9bb56bc8210ddfd,168,1,1,discount,10,10,0.8575684187735806,0.724039376223969,0.13352904254961162,0.002818563188253802,27,16,23,9,7.8125,1.7039181128239274,6.108581887176072
0ba55f2ffeef4c70b34e1838ee36f920,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1,discount,10,10,0.8176101132470679,0.6846978538107573,0.13291225943631058,0.0028841111693759833,28,16,24,9,8.25,1.7435441154477396,6.506455884552261
690ce015f65549f693d69593f3bd4663,5a8bc65990b245e5a138643cd4eb9837,408,1,0,informational,0,0,0.6314212601985277,0.4985748684729608,0.13284639172556695,0.0029496591504981646,28,17,24,10,7.529411764705884,1.7831701180715518,5.746241646634332
2c2af24d040a41b6829e4239c812dbac,3f207df678b143eea3cee63160fa8bed,336,0,0,informational,0,0,0.6208903278473191,0.48851508840461333,0.1323752394427058,0.003015207131620346,28,18,24,10,8.444444444444445,1.822796120695364,6.62164832374908
4e31b61bc1514801aac0dce9920ef365,3f207df678b143eea3cee63160fa8bed,168,0,0,informational,0,0,0.5382618588518551,0.4059589331138257,0.13230292573802938,0.0030807551127425277,28,19,24,10,9.263157894736842,1.8624221233191764,7.400735771417666
73111c40112f4b0ca1efd2cba5713d2d,f19421c1d4aa40978ebb69ca19b0e20d,576,1,1,bogo,5,5,0.8939313246981772,0.7627042393167599,0.13122708538141725,0.003146303093864709,29,19,25,10,9.736842105263158,1.9020481259429887,7.834793979320169
7236a35b4970427cb85791371e40d96a,5a8bc65990b245e5a138643cd4eb9837,0,1,1,bogo,0,0,0.7179092854611798,0.5870166770580486,0.13089260840313122,0.0032118510749868903,30,19,26,10,10.210526315789473,1.9416741285668009,8.268852187222672
65662d07621d408eab4f81f7ac19d1f2,5a8bc65990b245e5a138643cd4eb9837,0,0,1,discount,0,0,0.747442161322986,0.6177810289215483,0.12966113240143773,0.0032773990561090717,31,19,26,10,9.684210526315791,1.981300131190613,7.702910395125178
c63a6beeb6a4449f9508d029da037fea,5a8bc65990b245e5a138643cd4eb9837,576,0,1,discount,0,0,0.694717764609809,0.5651397624116502,0.12957800219815885,0.0033429470372312534,32,19,26,10,9.157894736842106,2.0209261338144255,7.136968603027681
1d81c236a9e74a7995a2c9d009dd2ba1,5a8bc65990b245e5a138643cd4eb9837,336,1,0,informational,0,0,0.6928381753800498,0.5635236604673589,0.12931451491269086,0.0034084950183534348,32,20,26,11,8.399999999999999,2.060552136438238,6.339447863561761
962f601c1d214f1db8bdc0a62733b92f,9b98b8c7a33c4b65b9aebfe6a799e6d9,168,1,1,discount,5,5,0.6886726799507069,0.5595225146935093,0.12915016525719758,0.003474042999475616,33,20,27,11,8.850000000000001,2.10017813906205,6.749821860937951
45d7bce929cf4356955170d2f94ca405,5a8bc65990b245e5a138643cd4eb9837,0,0,0,informational,0,0,0.7081818610580083,0.5797982720217116,0.12838358903629665,0.0035395909805977974,33,21,27,11,9.714285714285715,2.139804141685862,7.574481572599853
8e0f512b4278472782bd4e1154cfa3b5,2298d6c36e964ae4a3e7e9706d1fb8c2,0,1,1,discount,7,3,0.9110026881323593,0.782856380112422,0.12814630801993732,0.003605138961719979,34,21,28,11,10.19047619047619,2.179430144309675,8.011046046166515
532638c9f8d942a5bb39688d2f8bac20,f19421c1d4aa40978ebb69ca19b0e20d,504,1,1,bogo,5,5,0.8597950831852086,0.7320116375196393,0.12778344566556932,0.0036706869428421605,35,21,29,11,10.666666666666664,2.219056146933487,8.447610519733178
89c2291ba9ca46be92016b8e0b17fca0,5a8bc65990b245e5a138643cd4eb9837,408,0,0,informational,0,0,0.7051827234275673,0.5784280635833792,0.1267546598441881,0.003736234923964342,35,22,29,11,11.5,2.258682149557299,9.241317850442702
49c0fa1ac99140d8a0964e9afcec5955,3f207df678b143eea3cee63160fa8bed,168,0,0,informational,0,0,0.5827540577340167,0.45742064617747197,0.1253334115565447,0.003801782905086523,35,23,29,11,12.26086956521739,2.2983081521811113,9.96256141303628
083977ebbd00410dbc2054e7fd62513b,5a8bc65990b245e5a138643cd4eb9837,576,1,1,bogo,0,0,0.6526199867479465,0.5273374967430003,0.12528249000494618,0.003867330886208705,36,23,30,11,12.782608695652172,2.3379341548049237,10.444674540847249
68eee228713c429ebe1300155ad1fb33,5a8bc65990b245e5a138643cd4eb9837,408,1,1,bogo,0,0,0.806771351586854,0.6816103059537039,0.12516104563315011,0.003932878867330886,37,23,31,11,13.304347826086957,2.3775601574287357,10.926787668658221
8dc160d00632491db79ee572a13cb7cf,3f207df678b143eea3cee63160fa8bed,336,1,1,bogo,0,0,0.5976387278934653,0.4727654321491819,0.12487329574428341,0.003998426848453068,38,23,32,11,13.826086956521738,2.417186160052548,11.40890079646919
14cd68209b934834afcbc6f217ddde0a,5a8bc65990b245e5a138643cd4eb9837,168,0,1,bogo,0,0,0.8649673933647328,0.7404187861241919,0.12454860724054095,0.004063974829575249,39,23,32,11,13.347826086956523,2.4568121626763606,10.891013924280163
248299cb7b7c4aa184e23eb2d5969b6d,ae264e3637204a6fb9bb56bc8210ddfd,0,0,1,bogo,10,10,0.8546809026958416,0.7303751068584339,0.12430579583740775,0.00412952281069743,40,23,32,11,12.869565217391305,2.4964381653001726,10.373127052091132
bebdc3abc2044d1a9786c77d72d215c0,5a8bc65990b245e5a138643cd4eb9837,504,1,1,discount,0,0,0.7331469670966176,0.6091491540608378,0.12399781303577984,0.004195070791819612,41,23,33,11,13.391304347826086,2.536064167923985,10.8552401799021
ba36d81376df4e25938086ef87e506ec,3f207df678b143eea3cee63160fa8bed,168,0,0,informational,0,0,0.6210301479933444,0.49747408304907387,0.12355606494427057,0.004260618772941794,41,24,33,11,14.208333333333336,2.5756901705477975,11.632643162785538
176291c5e59040c8b904b19a1ba7adcb,f19421c1d4aa40978ebb69ca19b0e20d,576,1,1,bogo,5,5,0.8534159252296311,0.7301786011513481,0.12323732407828292,0.004326166754063975,42,24,34,11,14.75,2.6153161731716095,12.13468382682839
2c682b0e760d41e2a686dadade37ea74,4d5c57ea9a6940dd891ad53e9dbe8da0,168,1,0,informational,10,10,0.7340540886332777,0.6115239537227902,0.12253013491048748,0.004391714735186156,42,25,34,12,13.84,2.654942175795422,11.185057824204577
5532539d40724979849cc7b6e8cda9a9,5a8bc65990b245e5a138643cd4eb9837,408,1,1,bogo,0,0,0.7573181203251661,0.635053563811528,0.1222645565136381,0.004457262716308337,43,25,35,12,14.36,2.694568178419234,11.665431821580766
8f49208643f64e17a1f0768711661215,3f207df678b143eea3cee63160fa8bed,168,1,0,informational,0,0,0.52285123999649,0.4010780579902127,0.12177318200627729,0.004522810697430519,43,26,35,13,13.5,2.7341941810430463,10.765805818956954
4c9c818067914caba08ca3cebadab165,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,0,1,bogo,5,5,0.678638306739661,0.5568732167930264,0.1217650899466346,0.004588358678552701,44,26,35,13,13.0,2.773820183666859,10.226179816333142
0975267d50f7470da79d18591352e13d,3f207df678b143eea3cee63160fa8bed,336,0,1,bogo,0,0,0.6687196978743936,0.5473903442131541,0.12132935366123943,0.004653906659674882,45,26,35,13,12.5,2.813446186290671,9.68655381370933
0d18c37c8b58459f8aa6af2f7b541357,5a8bc65990b245e5a138643cd4eb9837,408,0,0,informational,0,0,0.5995051320042506,0.47845747426603624,0.12104765773821435,0.0047194546407970635,45,27,35,13,13.333333333333332,2.853072188914483,10.480261144418849
7bd149ccf9af497fa01366cf2237f568,5a8bc65990b245e5a138643cd4eb9837,576,0,0,informational,0,0,0.6896109734670454,0.568599355040456,0.12101161842658936,0.004785002621919245,45,28,35,13,14.107142857142858,2.8926981915382957,11.214444665604562
dcba56d7e54546f095f1e774662e60ba,5a8bc65990b245e5a138643cd4eb9837,0,1,0,informational,0,0,0.7114881818788299,0.5906093193441628,0.12087886253466706,0.004850550603041426,45,29,35,14,13.275862068965516,2.9323241941621077,10.343537874803408
05bbe7decb6d43b684221df448979612,3f207df678b143eea3cee63160fa8bed,168,0,0,informational,0,0,0.5387856746731449,0.41844297854143747,0.1203426961317074,0.004916098584163608,45,30,35,14,14.0,2.97195019678592,11.02804980321408
0c89378f14804b42b6e63e4dc26e8d3e,5a8bc65990b245e5a138643cd4eb9837,408,0,1,discount,0,0,0.6376703005017629,0.517364181512649,0.12030611898911392,0.004981646565285789,46,30,35,14,13.533333333333331,3.011576199409732,10.5217571339236
947e6148f5364f1d99fd0779fd451769,4d5c57ea9a6940dd891ad53e9dbe8da0,168,0,1,discount,10,10,0.7605219522314355,0.6405088435132259,0.12001310871820958,0.005047194546407971,47,30,35,14,13.066666666666666,3.0512022020335445,10.015464464633123
186d6403f5824c739555b732f4af3f16,3f207df678b143eea3cee63160fa8bed,336,1,0,informational,0,0,0.5695839968340771,0.44977672469700497,0.11980727213707215,0.005112742527530152,47,31,35,15,12.258064516129032,3.090828204657357,9.167236311471676
85240db9bdca4e5486b9837ae5ceea59,5a8bc65990b245e5a138643cd4eb9837,408,1,1,discount,0,0,0.62777613148143,0.5082350295492349,0.11954110193219503,0.005178290508652333,48,31,36,15,12.774193548387096,3.1304542072811685,9.643739341105928
d8d2466b53034391b840556be4b1be2c,fafdcd668e3743c1bb461111dcafc2a4,0,1,1,bogo,10,2,0.9451406425896922,0.8257475139579908,0.11939312863170137,0.005243838489774515,49,31,37,15,13.290322580645164,3.1700802099049814,10.120242370740183
84424c04a84547da9c5b2d60056c0540,ae264e3637204a6fb9bb56bc8210ddfd,168,0,1,bogo,10,10,0.8422115341556693,0.7231914550347541,0.11902007912091517,0.005309386470896697,50,31,37,15,12.806451612903228,3.209706212528794,9.596745400374434
5ac7d237705543b49134faefd523fd80,5a8bc65990b245e5a138643cd4eb9837,576,1,1,discount,0,0,0.7687203869077996,0.6497460592272218,0.11897432768057781,0.005374934452018878,51,31,38,15,13.322580645161288,3.2493322151526054,10.073248430008682
2070b9fd7b9e49ed8e797a81f16562d1,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,0,1,discount,5,5,0.7027854994680945,0.5838998253779747,0.11888567409011985,0.0054404824331410594,52,31,38,15,12.838709677419352,3.2889582177764183,9.549751459642934
4bc9647278a1470ba0dbe96de0d50cb2,5a8bc65990b245e5a138643cd4eb9837,504,1,1,discount,0,0,0.6271684067847251,0.5084295956322252,0.11873881115249985,0.00550603041426324,53,31,39,15,13.35483870967742,3.32858422040023,10.02625448927719
f01cd27835594062ae379b733068d700,5a8bc65990b245e5a138643cd4eb9837,504,1,1,discount,0,0,0.6567749992149144,0.5381180992611668,0.11865689995374762,0.005571578395385422,54,31,40,15,13.870967741935484,3.3682102230240423,10.50275751891144
54a7bb02e8e84d028346d004cc461224,3f207df678b143eea3cee63160fa8bed,408,1,0,informational,0,0,0.8170422619018305,0.6984414220275745,0.11860083987425596,0.005637126376507604,54,32,40,16,13.0,3.4078362256478547,9.592163774352144
654250dd0ada40ec8bab4e7f17ce9ce2,5a8bc65990b245e5a138643cd4eb9837,168,1,1,bogo,0,0,0.656940313005979,0.5386223823220279,0.11831793068395113,0.005702674357629785,55,32,41,16,13.5,3.4474622282716667,10.052537771728334
831756172c1f4d7cb4f3cbc848aecd35,5a8bc65990b245e5a138643cd4eb9837,408,1,0,informational,0,0,0.7079698894968917,0.5897069449959349,0.11826294450095676,0.0057682223387519665,55,33,41,17,12.666666666666664,3.487088230895479,9.179578435771186
56f2507a596946c79c16f5fb262544de,3f207df678b143eea3cee63160fa8bed,408,0,1,discount,0,0,0.6285370112685766,0.510353996917803,0.11818301435077361,0.005833770319874148,56,33,41,17,12.151515151515152,3.5267142335192916,8.624800917995861
abc210958d314238bbea0baf7086d613,3f207df678b143eea3cee63160fa8bed,576,1,1,discount,0,0,0.5037353326498248,0.38641131006312074,0.1173240225867041,0.005899318300996329,57,33,42,17,12.636363636363637,3.5663402361431036,9.070023400220533
5682c5153c7d4ef7b3eb08208c546dde,5a8bc65990b245e5a138643cd4eb9837,504,0,0,informational,0,0,0.6154780363557474,0.4981657614988677,0.11731227485687967,0.005964866282118511,57,34,42,17,13.5,3.605966238766916,9.894033761233084
eba6b7c84ad749b6bcd18fd0bc8dc589,5a8bc65990b245e5a138643cd4eb9837,0,0,1,bogo,0,0,0.7056914208194554,0.588635016636703,0.11705640418275232,0.006030414263240692,58,34,42,17,13.0,3.645592241390728,9.354407758609272
b268f71b99b94e1485ed1ccd4c20007b,5a8bc65990b245e5a138643cd4eb9837,576,1,1,bogo,0,0,0.6686952845277595,0.5521853987727903,0.11650988575496923,0.006095962244362874,59,34,43,17,13.5,3.6852182440145405,9.814781755985459
48225ea573e545e0b704ce3fcca8bb9e,5a8bc65990b245e5a138643cd4eb9837,336,1,0,informational,0,0,0.6886288230597822,0.5722849030976942,0.11634391996208804,0.006161510225485055,59,35,43,18,12.657142857142858,3.724844246638353,8.932298610504505
f49e624a9f79456ab29e3c19f4b8e8cf,3f207df678b143eea3cee63160fa8bed,168,0,0,informational,0,0,0.6292778030743005,0.5132625561656536,0.11601524690864684,0.006227058206607236,59,36,43,18,13.5,3.764470249262165,9.735529750737836
0777ced8b2004b7e8e33a3cbe0ee3be6,5a8bc65990b245e5a138643cd4eb9837,504,1,0,informational,0,0,0.8299534852540811,0.7142830921782483,0.11567039307583282,0.006292606187729418,59,37,43,19,12.702702702702705,3.8040962518859773,8.898606450816729
f924927e7f844ecebf87eef93f4d2688,5a8bc65990b245e5a138643cd4eb9837,576,0,1,discount,0,0,0.7442736807031207,0.6286622059054614,0.11561147479765932,0.0063581541688516,60,37,43,19,12.189189189189186,3.8437222545097898,8.345466934679397
055fe39c422643d89a93cf05cf610b2e,5a8bc65990b245e5a138643cd4eb9837,0,1,1,discount,0,0,0.7065388374749334,0.5911212145844621,0.1154176228904713,0.006423702149973781,61,37,44,19,12.675675675675674,3.8833482571336018,8.792327418542072
e6d3eebb535e44aca1323edde5c346fa,5a8bc65990b245e5a138643cd4eb9837,336,1,0,informational,0,0,0.6283377616705482,0.5129733100009599,0.11536445166958831,0.0064892501310959624,61,38,44,20,11.89473684210526,3.922974259757414,7.971762582347846
68f47ee760824c4295daa45e0f5a29cb,3f207df678b143eea3cee63160fa8bed,336,0,1,discount,0,0,0.3791988723580614,0.26403344555718283,0.11516542680087855,0.006554798112218143,62,38,44,20,11.368421052631582,3.962600262381226,7.405820790250356
62f918cdbfef4e4c89220fec49a98969,5a8bc65990b245e5a138643cd4eb9837,336,1,1,discount,0,0,0.7869639339282202,0.6718231166895857,0.11514081723863445,0.006620346093340325,63,38,45,20,11.84210526315789,4.002226265005039,7.839878998152852
d95b47babcf14532995d53acff0e0ead,ae264e3637204a6fb9bb56bc8210ddfd,0,1,1,discount,10,10,0.85134271637711,0.7363067802067027,0.1150359361704073,0.006685894074462507,64,38,46,20,12.315789473684212,4.041852267628851,8.273937206055361
ba6b5ff2bf0d45fda3615540f7f02024,3f207df678b143eea3cee63160fa8bed,168,0,0,informational,0,0,0.6629013819139096,0.5480076503449103,0.11489373156899929,0.006751442055584688,64,39,46,20,13.179487179487182,4.0814782702526635,9.098008909234519
0e79ee043ba442189e07d907c5590c98,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,0,1,discount,5,5,0.6731488769509334,0.5583949619707395,0.11475391498019394,0.0068169900367068695,65,39,46,20,12.666666666666664,4.121104272876476,8.545562393790188
352ecb6e34b347a6bda73ebcc684ed4f,3f207df678b143eea3cee63160fa8bed,504,0,1,bogo,0,0,0.3854546110517459,0.27076439861968393,0.11469021243206196,0.006882538017829051,66,39,46,20,12.153846153846153,4.160730275500288,7.993115878345865
10ba807d1eba42c1a308633e8918bed3,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,1,1,bogo,5,5,0.6660434039537296,0.5513804647845397,0.1146629391691899,0.006948085998951232,67,39,47,20,12.641025641025642,4.2003562781241,8.440669362901541
4d36d82f2945426ba7a5ea413fe6159f,3f207df678b143eea3cee63160fa8bed,168,0,0,informational,0,0,0.5392002913181099,0.42466751099602373,0.11453278032208614,0.007013633980073414,67,40,47,20,13.5,4.239982280747912,9.260017719252087
833e4bee0440486b91100263e4d4f53b,5a8bc65990b245e5a138643cd4eb9837,168,0,1,bogo,0,0,0.6705388807215169,0.5560972201911955,0.11444166053032145,0.007079181961195595,68,40,47,20,13.0,4.279608283371724,8.720391716628276
989f334a4cff440786166cb2d46cbfa6,3f207df678b143eea3cee63160fa8bed,408,1,0,informational,0,0,0.6948963654802288,0.5807002044565571,0.1141961610236717,0.007144729942317777,68,41,47,21,12.170731707317074,4.319234285995536,7.851497421321538
cac7e2d5e1f444debdbebcb02a9d6d3d,5a8bc65990b245e5a138643cd4eb9837,576,0,1,bogo,0,0,0.7442826435248707,0.6301841770112017,0.11409846651366906,0.007210277923439958,69,41,47,21,11.658536585365852,4.35886028861935,7.299676296746502
